review_id,product_id,product_name,category,customer_id,rating,review_text,topic,review_date
r_0000143,p_12156,Hair Dryer,Beauty,cust_00040,5,"Overall, The hair dryer is fine. Great price compared to other stores. Five stars from me.",price,2025-03-28
r_0000053,p_06887,Kids Story,Books,cust_00004,5,"After a week, Bought the kids story. The build quality is excellent and it feels premium. Lesson learned.",product_quality,2024-08-07
r_0000132,p_52393,Turkish Grammar,Books,cust_00003,1,"Honestly, Bought the turkish grammar. Too expensive, found it cheaper elsewhere.",price,2025-09-24
r_0000035,p_13523,Backpack,Fashion,cust_00035,5,"Overall, The backpack is fine. The build quality is excellent and it feels premium. Mixed feelings overall.",product_quality,2025-08-19
r_0000180,p_12156,Hair Dryer,Beauty,cust_00033,1,"Honestly, This hair dryer — Overpriced for what you get. Would buy again.",price,2025-05-05
r_0000015,p_72070,Smart Watch,Electronics,cust_00035,4,"For the price, Bought the smart watch. Customer service was helpful and quick to respond. Would buy again.",customer_service,2025-05-01
r_0000186,p_60943,Water Bottle,Home & Kitchen,cust_00030,5,"For the price, This water bottle — Came in neat, secure packaging. Mixed feelings overall.",packaging,2024-11-05
r_0000188,p_26506,Knife Set,Home & Kitchen,cust_00032,4,Just received it — Support resolved my issue right away. Pretty satisfied.,customer_service,2025-01-14
r_0000120,p_70738,Leather Wallet,Fashion,cust_00046,5,"For the price, Bought the leather wallet. Customer service was helpful and quick to respond. Mixed feelings overall.",customer_service,2024-02-14
r_0000156,p_08249,Sunscreen,Beauty,cust_00038,1,"So far, Box arrived crushed, item scratched. Mixed feelings overall.",packaging,2024-07-23
r_0000128,p_60892,Lipstick,Beauty,cust_00035,4,"Overall, Bought the lipstick. Amazing value for money, worth every penny. Five stars from me.",price,2024-12-24
r_0000197,p_20788,Cookbook,Books,cust_00010,2,"So far, This cookbook — Customer service never replied to my emails. Not sure I'd repurchase.",customer_service,2024-11-22
r_0000052,p_08249,Sunscreen,Beauty,cust_00021,4,"For the price, This sunscreen — Returning was smooth and hassle-free. Would buy again.",return,2024-10-05
r_0000176,p_94291,Sci-Fi Novel,Books,cust_00016,5,"Overall, Shipping was super fast, arrived a day early. Five stars from me.",shipping,2024-04-30
r_0000105,p_48072,USB-C Hub,Electronics,cust_00039,1,"After a week, This usb-c hub — They refused my return without a reason. Exactly what I expected.",return,2024-07-13
r_0000038,p_20788,Cookbook,Books,cust_00030,5,"First impression: The cookbook is fine. Easy return process, refund came fast. Not sure I'd repurchase.",return,2024-02-09
r_0000107,p_04220,Air Fryer,Home & Kitchen,cust_00033,2,"Overall, Bought the air fryer. Too expensive, found it cheaper elsewhere. Recommended.",price,2025-01-09
r_0000080,p_94291,Sci-Fi Novel,Books,cust_00034,1,"After a week, Bought the sci-fi novel. Return was a nightmare, still waiting for a refund. Do better.",return,2024-04-27
r_0000112,p_38778,Bluetooth Speaker,Electronics,cust_00023,5,"After a week, Bought the bluetooth speaker. Came in neat, secure packaging. Mixed feelings overall.",packaging,2025-04-09
r_0000004,p_13523,Backpack,Fashion,cust_00045,2,"So far, This backpack — Poor quality, it broke after two days. Do better.",product_quality,2024-07-15
r_0000048,p_67841,Wireless Earbuds,Electronics,cust_00031,2,"For the price, Bought the wireless earbuds. Shipping took forever, arrived two weeks late. Lesson learned.",shipping,2025-01-28
r_0000028,p_12156,Hair Dryer,Beauty,cust_00042,5,"Not gonna lie, This hair dryer — The build quality is excellent and it feels premium. Exactly what I expected.",product_quality,2024-07-28
r_0000179,p_26506,Knife Set,Home & Kitchen,cust_00023,5,"After a week, Bought the knife set. Customer service was helpful and quick to respond. Not sure I'd repurchase.",customer_service,2024-01-27
